CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
66,False,Mr.,Alexander,J.,Deborde,,Neighborhood Store,adventure-works\garrett1,alexander1@adventure-works.com,394-555-0176,QC+He1HXF5uNbU5XqduVyZW0SlvdnAE2jhuD/06ukjE=,Uifpoxw=,{E91E0048-9A25-489B-96C1-D726DA68FB7C},8/1/2006 0:00
70,False,Mr.,Deepak,,Kumar,,Outdoor Aerobic Systems Company,adventure-works\jae0,deepak0@adventure-works.com,1 (11) 500 555-0122,0d3F0pfNxXFKEufM738j3/fA0at2eUlZA8ibqRnMr7M=,6fOTb8g=,{89E10B04-064E-4313-8203-91FA98A01B11},8/1/2007 0:00
73,False,Ms.,Margaret,T.,Krupka,,Outdoor Sports Supply,adventure-works\pamela0,margaret1@adventure-works.com,107-555-0132,dI+A6Ikk6Eh9ypKYxrAEHGdSxjzUhy8bEyDdFjggW9g=,09k9Tis=,{9D5C135E-BD60-46E0-B371-843391637827},8/1/2005 0:00
74,False,Mr.,Christopher,M.,Bright,,Parcel Express Delivery Service,adventure-works\david8,christopher2@adventure-works.com,162-555-0166,jIw8zSChmDX3xmVInKUV46U77LBgW9C5vlIMvK4NqF8=,J9DNyhU=,{73485E57-076D-4B10-BB48-6043DD873582},11/1/2005 0:00
75,False,Ms.,Aidan,,Delaney,,Paint Supply,adventure-works\jillian0,aidan0@adventure-works.com,358-555-0188,6lcVqEc4gGgfW6DsOks/KuDIWIP5qFsrc8sXtmcwj6E=,DKu7/UM=,{55CFED0E-1A7B-409C-9AFF-297065965870},9/1/2005 0:00
76,False,Mr.,James,J.,Krow,,Out-of-the-Way Hotels,adventure-works\jillian0,james11@adventure-works.com,265-555-0190,I2HiduC1LR4LnxkLk1SFZ0OCyPveKfbQ6Q4mjKnPiyA=,PJEpZaA=,{5227D299-B05E-4D6C-A1C9-DA63154869BA},9/1/2005 0:00
77,False,Mr.,Michael,,Brundage,,Mechanical Products Ltd.,adventure-works\shu0,michael13@adventure-works.com,128-555-0148,Ioh5Ss2cXrUAI8DZcSkQ/z92aEmHE0Wxqc6MdggjJQE=,MjQeaAE=,{B3F9113C-8FCE-47E1-9F04-38A0C68917C6},8/1/2006 0:00
78,False,Mr.,Stefan,,Delmarco,,Preferred Bikes,adventure-works\linda3,stefan0@adventure-works.com,819-555-0186,9rOycZRxDntXWB8Y/285x4HS6G2ATNOzhqIhF+oBGqc=,BsI2IB4=,{8C8083AB-7943-44FA-B1AD-8E3ABD5D66EE},8/1/2005 0:00
79,False,Mr.,Mitch,,Kennedy,,Reasonable Bicycle Sales,adventure-works\shu0,mitch0@adventure-works.com,996-555-0192,Re4KikAJLZeLX+pM2Bw7HZNkd5Yyd/vrGB7WhjbYmCo=,lGI5cA0=,{010D8AA6-CEBA-4097-9E67-3B2A9674FD5F},8/1/2006 0:00
82,False,Mr.,James,D.,Kramer,,Refined Department Stores,adventure-works\josé1,james10@adventure-works.com,814-555-0130,8x6bpv0tFDausfY5Z8RQwPKRz3E+N1BszPMzVAsq5kg=,5NcSbeg=,{92618ECE-2254-4852-B3B3-46ED2E0E3E1A},7/1/2006 0:00
83,False,Mr.,Eric,J.,Brumfield,,Requisite Part Supply,adventure-works\josé1,eric3@adventure-works.com,644-555-0114,pd7lPYE+Gn7QnX4l6aMxG6WiRZGpPVsBcJ1kBpXl7pc=,MAOhXKA=,{8E01F170-64D3-4B74-82E1-D1691AE9F37C},7/1/2005 0:00
84,False,Ms.,Della,F.,Demott Jr,,Rewarding Activities Company,adventure-works\garrett1,della0@adventure-works.com,752-555-0185,oR9ACW0ZX4v6zBa57CfhePKM1qmHjgDwNdGaTDAp4io=,966Lz4w=,{45A614CE-3137-4A12-8296-24048C18F320},8/1/2005 0:00
88,False,Ms.,Pamala,M.,Kotc,,Closest Bicycle Store,adventure-works\jae0,pamala0@adventure-works.com,1 (11) 500 555-0173,3nXek8BFNaBhIi8CwSzQOVdo1ZthphI3kGbZTrt6jNM=,/rh9tFs=,{11FEDA31-15B6-4F08-9357-355371D4D928},9/1/2007 0:00
91,False,Ms.,Joy,R.,Koski,,Scooters and Bikes Store,adventure-works\pamela0,joy0@adventure-works.com,810-555-0198,tTeR7tEh6XEQtr0WQ2eXrHrqjsOt2mdihjWZ3c4q50s=,IrqLpXQ=,{9F314FC3-9644-4412-A90A-5483F75F665B},9/1/2005 0:00
92,False,Ms.,Jovita,A.,Carmody,,Sports Commodities,adventure-works\david8,jovita0@adventure-works.com,646-555-0137,d3uGruCihzt7+Dipsh3+fE3iZd/uKCf8sy56xa5chxU=,zmqmiAQ=,{672412C3-5D5D-488B-B176-E3DAFAD05D70},9/1/2005 0:00
93,False,Mr.,Prashanth,,Desai,,Stationary Bikes and Stands,adventure-works\jillian0,prashanth0@adventure-works.com,138-555-0156,AT0SeSL9gTlDL0/MHFMEy5GrEjR12DBF5ag/cyHZpJY=,l32Vf08=,{249B42C2-8EAE-49F1-A560-A90837748654},9/1/2005 0:00
94,False,Mr.,Scott,,Konersmann,,Specialty Sports Store,adventure-works\jillian0,scott6@adventure-works.com,556-555-0192,2WMJfIzZjrB1xeQtjtSTUQfxxeowOV9LmAjmUkH/qP4=,A+rOrG0=,{65BE08DA-DFB7-4BC8-AA5C-FAD98B82524E},7/1/2006 0:00
95,False,Ms.,Jane,N.,Carmichael,,Rural Department Store,adventure-works\shu0,jane0@adventure-works.com,716-555-0167,ZIXjFmD2T/Gf9bPHIkx7X82eU+I86/8p3rmYxWqwtkQ=,BUBjqIQ=,{EA0BC621-9466-4F04-BBFF-3B361C6F9057},7/1/2007 0:00
96,False,Ms.,Bonnie,B.,Lepro,,More Bikes!,adventure-works\linda3,bonnie2@adventure-works.com,354-555-0130,QFcESEnv3fd3s0KxftaNIRbKv6ba7PNXWLVrlx/mrF4=,WVm7PpY=,{BAC5B4DA-00B0-4BF1-816A-1E39F676BF9B},9/1/2005 0:00
97,False,Mr.,Eugene,,Kogan,,Mountain Bike Center,adventure-works\shu0,eugene2@adventure-works.com,136-555-0134,Tp1Zre+rOA0pmlkyosHvuAxhbMWt7UcvCPrAYmXyI+w=,GdsdWsk=,{355EB5D8-6B4C-4FFF-B12B-40F89CA4E31D},8/1/2006 0:00
100,False,Mr.,Kirk,T,King,,Up-To-Date Sports,adventure-works\josé1,kirk2@adventure-works.com,979-555-0163,056V7iOc8FPUiLanlyEqQX6cAWuL0TJ8fQBhX7mEjMU=,b96sfSU=,{E789F6DD-3159-4DDC-81A8-8571C571656E},8/1/2007 0:00
101,False,Mr.,William,J.,Conner,,Urban Sports Emporium,adventure-works\josé1,william1@adventure-works.com,383-555-0111,GZyRS1qyQMxNWXYf0B1uj2nyQjhk4oN+Qv3geEMUy5A=,94SS2WQ=,{67AD4F37-2467-4438-A749-D947BEEC3A92},8/1/2006 0:00
102,False,Ms.,Linda,,Leste,,National Manufacturing,adventure-works\garrett1,linda7@adventure-works.com,493-555-0134,heRwLFQMae6Y0X7+Q7tLrq4gB5sXd8jC7uiIjXlEs6Y=,OHu+9rc=,{959CF74B-1004-43F5-9AB7-4CDD482C847D},8/1/2005 0:00
106,False,Ms.,Andrea,A.,Thomsen,,West Side Mart,adventure-works\jae0,andrea1@adventure-works.com,1 (11) 500 555-0120,LDoJwsGCFLtxVdbdQBbN/to7zFF1skP+hWLrIrCxvAw=,NuexV8w=,{AAFBF7D5-8759-4962-9DEB-77C6E22875F4},9/1/2007 0:00
109,False,Mr.,Daniel,P.,Thompson,,Travel Sports,adventure-works\pamela0,daniel2@adventure-works.com,247-555-0197,DgTXKBbRFAv0jGUCn8yCPgnYQP1JhhVioFj9E1gXCS8=,jcMXc0w=,{7585790B-6034-4520-A383-9FA1E8B3E76E},9/1/2007 0:00
110,False,Ms.,Kendra,N.,Thompson,,Vintage Sport Boutique,adventure-works\david8,kendra0@adventure-works.com,464-555-0188,dBvr8YSJ5D5BzBQ6uCOKmYVG2wDeIf97H4Jh3ePPYHM=,IS71rL8=,{82C2F3F0-63B8-46CC-AEDC-3A856956EF04},7/1/2007 0:00
111,False,Mr.,Scott,A.,Colvin,,Westside Cycle Store,adventure-works\jillian0,scott1@adventure-works.com,119-555-0144,4QoOmH+4/mabhuXqIQnoVm+1MjvTYyAHid9vpNehSxs=,sA8S2v4=,{0122151A-9140-4663-A3EB-A442D88BC1BB},12/1/2005 0:00
112,False,Ms.,Elsie,L.,Lewin,,Town Industries,adventure-works\jillian0,elsie0@adventure-works.com,803-555-0116,sbrtAXJY79C5nTfNaktfR5zn9+uSLMSL26NETFSeEas=,UUwXzgY=,{5035E4D6-3758-4FA6-A462-2E2ECF52E6F0},9/1/2007 0:00
113,False,Mr.,Donald,M.,Thompson,,Trendy Department Stores,adventure-works\shu0,donald1@adventure-works.com,273-555-0111,HfjBjq3HyrYM/vkKe/z2JUvmTeROuQWy7ntzIG/uTNk=,ke7sTgo=,{8A84966C-5D38-41CA-990F-AD107558A6B8},9/1/2007 0:00
114,False,Mr.,John,L.,Colon,,Two Wheels Cycle Store,adventure-works\linda3,john14@adventure-works.com,397-555-0144,9HEZAYB77VjHRd83ZDP94/ugDP0PhvUiIRCi3Cl5y7A=,j6Z6ny8=,{BCC5AE61-8214-44A1-A43C-FBD65C3745AE},9/1/2005 0:00
115,False,Mr.,George,Z.,Li,,Security Racks and Locks Wholesalers,adventure-works\shu0,george3@adventure-works.com,699-555-0183,y3YyySPHg7l+/+LZkIFmyZ7gE+BOIOdPEq+t+oE093g=,4m5UYgM=,{080F7047-8396-4CEC-AB43-56CF41DE4E00},8/1/2006 0:00
118,False,Mr.,Yale,,Li,,Rapid Bikes,adventure-works\josé1,yale0@adventure-works.com,316-555-0138,B2RR480ridZSqURXY3APlxFk13GITW6LDFutGbpSUIs=,5MEUKYU=,{5FEAFBD2-4A43-4641-8E94-B3059B2A882E},9/1/2005 0:00
119,False,Ms.,Phyllis,A.,Thomas,,Red Bicycle Company,adventure-works\josé1,phyllis2@adventure-works.com,667-555-0112,hAXpzsxtYdB4R3XMc08m98BwHHvL0+J6J+y0u7B1ngg=,ycYA+jA=,{D13245EF-8267-4CB4-87C9-C23155D33E93},7/1/2005 0:00
120,False,Mr.,Pat,,Coleman,,Machines & Cycles Store,adventure-works\garrett1,pat2@adventure-works.com,292-555-0128,61UcbVZnGT5eqxs0oFMv4JyipeaQCUZgUZkPgtVNBDo=,7+I+4k4=,{25863C18-4C9A-4BC9-BE0D-95F4CF67BF7D},7/1/2007 0:00
124,False,Ms.,Yuhong,,Li,,Nearby Sporting Goods,adventure-works\jae0,yuhong1@adventure-works.com,1 (11) 500 555-0176,XrcuygOte7eGdTleJOKDmf/XBySqc/0xVbjpIPzMWQA=,R273GbA=,{2F614C31-ABAE-42D0-820B-193F0DDC811E},8/1/2006 0:00
127,False,Mr.,Joseph,M.,Lique,,Front Sporting Goods,adventure-works\pamela0,joseph2@adventure-works.com,119-555-0195,7dnLSdRuWFKBMjmORanIkwGVy3smf5yZI3YxSSyd5/U=,jH5dJh4=,{EF55103F-ACC7-4BFD-89B1-20A04845E706},8/1/2006 0:00
128,False,Ms.,Judy,J.,Thames,,Demand Distributors,adventure-works\david8,judy3@adventure-works.com,799-555-0118,BXs/jMkqmCMJn6V9vWS+iM7P+R0MGu2nmP4SLrJrYCg=,OSnERUk=,{03F73E74-8DE5-421E-B5AF-04B259268DD6},6/1/2006 0:00
129,False,Ms.,Connie,L.,Coffman,,Discount Bicycle Specialists,adventure-works\jillian0,connie0@adventure-works.com,426-555-0181,Wkqdm53a0uim7B/e9+IT0I81uzxMNnh1FBaeXd3nyP0=,3tT/ffQ=,{E03DB34C-BF17-407D-9423-FA22DBFDD292},11/1/2005 0:00
130,False,Mr.,Paulo,H.,Lisboa,,Elite Bikes,adventure-works\jillian0,paulo0@adventure-works.com,380-555-0116,MO2kc8uiSARHp+gxFShJchORmBfhfAz+NC31TDVciS8=,QXbFwBQ=,{606ECDC2-6443-4E4B-897F-32D4C17AB894},9/1/2006 0:00
131,False,Ms.,Vanessa,J.,Tench,,Eighth Bike Store,adventure-works\shu0,vanessa0@adventure-works.com,785-555-0163,qnzSZKGLMJiDzrH9h5VfDojb/pTtQKfZNc7nW7qzQ90=,dPOi278=,{ED0DF7CC-6234-4D60-8B81-315C019F5356},8/1/2007 0:00
132,False,Ms.,Teanna,M.,Cobb,,Another Sporting Goods Company,adventure-works\linda3,teanna0@adventure-works.com,661-555-0168,oDFb9hjhU08th9xeH9bRAY/U7JJTdaLY9NiegJj3vzk=,60Z0AcQ=,{7649E8AF-3DAB-43AA-B7DF-9776F84DFB71},8/1/2007 0:00
